NSCE  Elapsed_Time  RainFact    Ksat    WM    B    IM    KE    coeM    expM    coeR    coeS    KS    KI  
3.480785e-01:  44.0000   1.386351  108.842880  203.516443  2.774183  3.627771  0.860174  38.400763  0.627502  1.036023  1.934231  0.193281  0.099446 
2.138828e-01:  44.7813   1.277325  49.535139  278.285239  1.866598  3.414940  0.338233  105.437860  0.911978  0.685533  1.531476  0.322100  0.379840 
1.433246e-01:  41.4688   1.034644  129.216958  288.616752  3.332317  3.249076  0.633345  59.232638  0.738987  1.037798  1.627255  0.376448  0.618064 
2.420762e-01:  41.2500   1.063515  119.551386  242.984910  2.896894  3.552761  0.770140  62.751012  0.716718  1.064568  1.650179  0.148860  0.957628 
-4.491781e-01:  41.0313   0.862234  167.349080  308.979269  4.688160  0.445898  1.361129  11.392467  0.906404  1.419242  2.809740  1.455662  1.466603 
-3.772374e-01:  41.7969   0.980893  113.067451  272.842668  1.619934  0.871335  0.301682  14.022960  0.543704  1.111838  1.709804  0.895457  2.322395 
-1.615890e-01:  41.9219   0.918037  22.734596  472.584030  5.792454  1.233840  0.626441  104.677862  0.635139  0.891594  0.317563  0.645283  0.008514 
2.470208e-01:  42.3438   1.183499  152.820073  424.865993  3.593000  3.752206  0.425573  23.015053  1.048325  0.884398  1.025970  0.085933  1.096252 
2.482167e-01:  41.9688   1.071615  93.128394  241.197224  3.239591  3.563725  0.618422  61.920137  0.511719  1.054601  1.694095  0.183597  0.985603 
2.304784e-01:  42.1563   1.036954  104.362024  255.015188  2.974047  3.559717  0.569439  45.289674  0.603629  1.107730  1.327534  0.173855  1.088537 
2.163425e-01:  41.0625   1.082821  121.279380  307.522239  2.886329  3.363299  0.629434  63.978402  0.556494  1.191589  1.723028  0.165642  1.245201 
-3.989810e-01:  40.0469   0.645475  113.810015  183.597627  5.714293  0.643615  1.345074  109.001505  1.033912  1.356207  0.173414  1.280536  0.701100 
-6.454713e-01:  41.0313   1.220607  58.170098  428.806560  4.727460  0.665629  0.871470  96.774033  0.581318  0.993076  2.556610  1.418899  2.563553 
-2.050906e-01:  51.8125   0.797864  122.977699  200.384101  5.541084  3.587676  1.032607  1.989273  0.975698  0.804579  1.222883  1.357802  0.145560 
